Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020,7,16,1,43.72,273.8,285.32,242.6
2020,7,16,2,41.4,229.92,260.6,227.84
2020,7,16,3,55.44,227.88,200.28,201.56
2020,7,16,4,50.48,194.32,199.68,138.2
2020,7,16,5,49.52,187.4,183.76,193.8
2020,7,16,6,43.52,213.24,126.44,236.96
2020,7,16,7,35.88,218.32,43.56,197.8
2020,7,16,8,15.72,214.08,1.08,127.48
2020,7,16,9,11.8,204.04,6.16,53.64
2020,7,16,10,8.44,176.4,13.4,39.2
2020,7,16,11,5.32,112.52,32.96,49.64
2020,7,16,12,1.96,101.76,29.88,53.28
2020,7,16,13,0.96,78,25.44,38
2020,7,16,14,1.48,58.28,32.16,38.48
2020,7,16,15,2.16,62.72,40.2,57.12
2020,7,16,16,2.44,60.92,39,55.24
2020,7,16,17,1.76,47.84,27.76,55.28
2020,7,16,18,4.56,12.44,77.68,6.24
2020,7,16,19,3.12,10.36,73.08,4.24
2020,7,16,20,2.6,12.76,67.92,2.08
2020,7,16,21,5.8,19.44,85.88,4.16
2020,7,16,22,12.84,14.56,205.64,7.76
2020,7,16,23,33.52,16,199.88,8.88
2020,7,16,24,30.72,48.8,149.56,12.16
2020,7,17,1,23.04,138.64,102.28,42.92
2020,7,17,2,10.76,234.4,89.12,148.72
2020,7,17,3,6.84,257.72,116,192.64
2020,7,17,4,4.44,252.28,139.64,202.6
2020,7,17,5,2.48,223.52,130,175.72
2020,7,17,6,2.52,195.84,106.56,148.28
2020,7,17,7,0.84,157.08,96.84,96.4
2020,7,17,8,0.16,74.88,23.6,35.24
2020,7,17,9,0,65.52,1.48,21.4
2020,7,17,10,0,51.28,0.24,17.84
2020,7,17,11,0,31.56,9,22.32
2020,7,17,12,0,10.28,35.96,23.92
2020,7,17,13,0.16,24.96,40.68,25.68
2020,7,17,14,1.44,34.08,64.08,40.36
2020,7,17,15,3.64,38,79.88,32.24
2020,7,17,16,2.24,42.2,86.76,29.92
2020,7,17,17,2.16,41.88,79.04,50.24
2020,7,17,18,0.44,25.72,81.96,51.16
2020,7,17,19,2,25.24,88.12,55.28
2020,7,17,20,5.04,27.36,79.2,43.24
2020,7,17,21,6.88,24.12,74.04,47.48
2020,7,17,22,12.64,20.04,93.88,47.24
2020,7,17,23,7.48,24.28,84.68,23.32
2020,7,17,24,22.6,50.64,108.44,13.48
2020,7,18,1,22.72,81.68,113.08,24.36
2020,7,18,2,5.48,152.68,39,71.96
2020,7,18,3,0.76,229.88,16.2,98.64
2020,7,18,4,1.6,217.32,15.88,47
2020,7,18,5,0,202.52,3.72,49.28
2020,7,18,6,0.28,170.48,0.2,43.6
2020,7,18,7,0.28,152.96,0,78.08
2020,7,18,8,0.24,80.64,0,83.64
2020,7,18,9,0,31.56,0,42.24
2020,7,18,10,0,12.96,0,23
2020,7,18,11,0,7.6,6.96,15.88
2020,7,18,12,0,6.48,14.16,8.44
2020,7,18,13,0,6.64,11.84,6.64
2020,7,18,14,0.04,5.12,25.68,11.32
2020,7,18,15,0.4,4.6,45,12.04
2020,7,18,16,2.48,14.88,89,24.64
2020,7,18,17,4.48,29.56,109.08,30.96
2020,7,18,18,4.56,25.72,111.08,38.76
2020,7,18,19,2.36,21.76,124.96,39.2
2020,7,18,20,3.44,33.76,93.96,43.24
2020,7,18,21,17.24,75.52,83.08,78.52
2020,7,18,22,42.48,49.16,128.24,132.56
2020,7,18,23,13.12,39.44,239.08,85.32
2020,7,18,24,22.52,54.8,171.96,79.36
2020,7,19,1,19,130.48,32.88,86.2
2020,7,19,2,14,244.8,3.6,92.96
2020,7,19,3,6.24,247.08,0.32,54.48
2020,7,19,4,1.2,240.36,0,35.88
2020,7,19,5,0.4,210.68,0.52,19.32
2020,7,19,6,0.4,212.8,0.68,14.44
2020,7,19,7,0.72,182.24,0.64,3.92
2020,7,19,8,2.6,60.92,0.64,0
2020,7,19,9,0.72,13.92,0,0
2020,7,19,10,0.6,1.16,0,0
2020,7,19,11,0.2,3.4,0.12,0
2020,7,19,12,0,2.04,0,0.04
2020,7,19,13,0,0.04,0.44,0.04
2020,7,19,14,0.08,0.08,3.2,0.48
2020,7,19,15,0.24,0.92,5.8,1.92
2020,7,19,16,0.16,0.76,6.12,6.84
2020,7,19,17,0.04,1.48,5.24,10.4
2020,7,19,18,0.12,0.24,7.16,0.04
2020,7,19,19,0.08,0.36,12.16,0
2020,7,19,20,0.04,0.08,17.52,0
2020,7,19,21,0,2.56,26.48,0.16
2020,7,19,22,0,8.56,25.96,2.64
2020,7,19,23,0,10.08,48.32,3.08
2020,7,19,24,1.56,14.8,233.92,26.44
2020,7,20,1,17.96,16.2,187.28,35.08
2020,7,20,2,3.28,17.52,100.48,38.12
2020,7,20,3,0.08,28.6,37.96,50.68
2020,7,20,4,1.64,214.12,8.32,62.28
2020,7,20,5,1,229.44,0.32,67.96
2020,7,20,6,3.2,238.24,0.88,55.84
2020,7,20,7,0.88,237.32,2.12,38.6
2020,7,20,8,6.08,193.88,0.24,28.96
2020,7,20,9,5.12,88.12,0,9.76
2020,7,20,10,3.36,28.8,0,6
2020,7,20,11,1,18.36,0.16,9.28
2020,7,20,12,0,29.08,0,19.6
2020,7,20,13,0,29.04,0,26.76
2020,7,20,14,0,20.56,0,31.92
2020,7,20,15,0,14,0,46.24
2020,7,20,16,0.04,12.68,4.8,74.12
2020,7,20,17,0,14.92,8.92,98.84
2020,7,20,18,3.56,57,135.6,112.6
2020,7,20,19,8.44,58.32,117.52,104.4
2020,7,20,20,33.44,64.64,75.92,107.88
2020,7,20,21,39.44,95.56,102.4,119
2020,7,20,22,44.4,98,144.8,215.36
2020,7,20,23,46.24,79.68,218.88,214.36
2020,7,20,24,26.52,121.72,133.36,213.92
2020,7,21,1,16.08,135.56,92.64,227.68
2020,7,21,2,3.52,226.6,39.72,240.44
2020,7,21,3,2.4,247.12,8.28,240.64
2020,7,21,4,1.76,267.24,0.68,229.8
2020,7,21,5,4.08,261.44,4.68,232.36
2020,7,21,6,9.16,223.32,10.88,224.64
2020,7,21,7,6.64,183.6,16.72,205.64
2020,7,21,8,8.84,88.96,18.96,108.32
2020,7,21,9,3.64,77.6,14.68,32.36
2020,7,21,10,0.44,36.16,11.8,18.24
2020,7,21,11,0,20.28,1.92,6.16
2020,7,21,12,0,23.52,0.24,11.76
2020,7,21,13,0,27.08,0,18.92
2020,7,21,14,0,24.92,0,20.32
2020,7,21,15,0,19.88,0,29
2020,7,21,16,0,2.04,0,4.56
2020,7,21,17,0,0,0,0
2020,7,21,18,3.72,0.64,5.64,9.4
2020,7,21,19,1.72,26.16,8.2,51.88
2020,7,21,20,0.44,38.8,15.16,45.48
2020,7,21,21,0.36,40,18.48,41.2
2020,7,21,22,1.68,15.52,29.08,9.56
2020,7,21,23,1.72,6.2,165.72,0.2
2020,7,21,24,0.68,3.92,227.56,0.12
2020,7,22,1,5.04,7,183.2,33.52
2020,7,22,2,2.92,6.92,63.12,15.92
2020,7,22,3,1.24,6.68,19.68,3.36
2020,7,22,4,0.36,4.32,3.76,0.32
2020,7,22,5,0,16.8,1.36,0
2020,7,22,6,0,17.72,0.52,0
2020,7,22,7,0,9.92,0.88,0
2020,7,22,8,0,1.6,2.48,0
2020,7,22,9,0,0,0,0
2020,7,22,10,0,0,0,0
2020,7,22,11,0,0.96,0,0.32
2020,7,22,12,0,0,0,0.32
2020,7,22,13,0,0,1.2,0.28
2020,7,22,14,0,0,1.56,0.08
2020,7,22,15,0,3,2.04,0.08
2020,7,22,16,0,4.64,1.28,0
2020,7,22,17,0.04,2.64,1.64,0.16
2020,7,22,18,0.08,0.92,1.04,0.44
2020,7,22,19,0,0.4,0.48,2.16
2020,7,22,20,0,1.96,0.8,5.28
2020,7,22,21,0,8.04,9.92,1.32
2020,7,22,22,0,35.56,79.96,18.8
2020,7,22,23,0,17.68,102.32,25.48
2020,7,22,24,0,7.68,140.28,22.24
2020,7,23,1,11.16,6.04,160.88,28.84
2020,7,23,2,13.96,5.92,133.32,44.36
2020,7,23,3,7.68,4.92,71.56,42.24
2020,7,23,4,3,13.6,24.76,30.08
2020,7,23,5,1.28,21.36,11.88,19.48
2020,7,23,6,1.16,25.48,20.96,8.12
2020,7,23,7,1.12,21.8,24.44,2.04
2020,7,23,8,0.48,10.72,20.28,8.88
2020,7,23,9,0,8.52,10.32,3.2
2020,7,23,10,0.16,15.72,2.56,1.76
2020,7,23,11,0,5.92,1.88,4
2020,7,23,12,0.08,2.52,2.92,5.96
2020,7,23,13,0,0,5.8,4.84
2020,7,23,14,0.16,0,4.76,3.24
2020,7,23,15,0.24,0,11.44,0.76
2020,7,23,16,0.56,0,19.76,0.04
2020,7,23,17,0.48,0.24,21.56,2.64
2020,7,23,18,0.04,0.36,14.88,4.4
2020,7,23,19,0,2.48,19.84,3.4
2020,7,23,20,0.48,5.64,29.04,0.4
2020,7,23,21,1.56,5.2,27.72,1.28
2020,7,23,22,3.64,2.24,29.76,0.08
2020,7,23,23,4.56,0.16,40.52,0.12
2020,7,23,24,3.04,7.88,43.44,4.4
2020,7,24,1,2.76,5.44,35.04,8.56
2020,7,24,2,5.6,16.92,26.08,12.24
2020,7,24,3,9.32,17.24,27.12,14.96
2020,7,24,4,11.24,28.04,37.84,14.92
2020,7,24,5,9.92,25.32,42.08,10.6
2020,7,24,6,9.04,4.84,35.04,7.4
2020,7,24,7,10.96,11.72,40.6,12.56
2020,7,24,8,9.8,13.32,38.92,10.44
2020,7,24,9,5.16,0.44,25.72,0
2020,7,24,10,3.92,1.16,21.96,0
2020,7,24,11,2.96,0,17.76,0
2020,7,24,12,2.2,0,15.12,0
2020,7,24,13,1.16,0,15.2,0.16
2020,7,24,14,0.44,0,12.12,1.48
2020,7,24,15,0.16,0,11.92,5
2020,7,24,16,0.28,0.08,9.4,1.36
2020,7,24,17,0.12,1.88,11.6,3.4
2020,7,24,18,0.36,13,14,1
2020,7,24,19,1.92,18.36,20.92,0.36
2020,7,24,20,4,7.44,38.64,1.2
2020,7,24,21,2.08,1.48,68.2,1.84
2020,7,24,22,0.04,5.68,34.84,1.12
2020,7,24,23,0.76,13.56,36.84,1.28
2020,7,24,24,3.56,25.16,30.92,0.92
2020,7,25,1,6.04,5.4,13.48,5.68
2020,7,25,2,10.88,2.56,15,4.76
2020,7,25,3,15.4,2.84,64.76,2.4
2020,7,25,4,8.36,1.44,85.48,0.4
2020,7,25,5,22.2,1.2,66.88,0.16
2020,7,25,6,14.76,4.68,59.12,0
2020,7,25,7,16.84,11.68,44.32,0
2020,7,25,8,11.52,13.28,39.88,0.08
2020,7,25,9,5.52,14.8,14.32,11.12
2020,7,25,10,3.16,7.36,4.48,10.24
2020,7,25,11,1.96,2,3.12,4.44
2020,7,25,12,1.28,2.64,2.2,3.96
2020,7,25,13,0.8,4.4,2.16,11.08
2020,7,25,14,0.32,0.36,3.88,20.4
2020,7,25,15,0.76,2.56,5.88,29.88
2020,7,25,16,0.16,3.68,8.24,26.04
2020,7,25,17,0.56,2.44,8,20.16
2020,7,25,18,0,0.2,5.04,7.24
2020,7,25,19,0,0.88,5.6,6.56
2020,7,25,20,0,0.64,4.92,5.36
2020,7,25,21,0.16,7.12,3.76,6.44
2020,7,25,22,1.08,33.24,1.12,8.8
2020,7,25,23,0.12,34.32,0.2,11.4
2020,7,25,24,1.16,19.16,45.56,13.24
2020,7,26,1,21.24,12.92,208.28,1.04
2020,7,26,2,12.08,12.8,202.52,0.12
2020,7,26,3,8.64,12.28,185.64,0.36
2020,7,26,4,10.08,10.92,140.52,5.4
2020,7,26,5,14.4,15.88,98.16,9.32
2020,7,26,6,8.12,35.2,26.68,13.16
2020,7,26,7,4.8,33.08,32.96,0.6
2020,7,26,8,4.84,66.28,30.64,0
2020,7,26,9,1.72,3.4,7.52,0
2020,7,26,10,1.88,15.2,1.88,0
2020,7,26,11,3.48,0,0,0
2020,7,26,12,1.16,1.28,0,0.08
2020,7,26,13,0.84,1.48,0,0.4
2020,7,26,14,0.72,0.44,0.6,0.92
2020,7,26,15,0.24,0.32,2.32,3.56
2020,7,26,16,0.28,4.64,2.84,1.76
2020,7,26,17,0.36,1.4,1,1.44
2020,7,26,18,0,1.44,1.36,15.24
2020,7,26,19,0,4.72,2.6,13.64
2020,7,26,20,0,5.84,5.04,12.08
2020,7,26,21,0.04,11.88,7.44,12.92
2020,7,26,22,0.52,32.24,3.12,28.36
2020,7,26,23,0.48,25.4,233.4,29.96
2020,7,26,24,21.76,14.6,211.12,25.16
2020,7,27,1,25.6,12.6,225.68,23.64
2020,7,27,2,22.84,16.4,201.96,18.64
2020,7,27,3,18.96,67.44,173.8,31.2
2020,7,27,4,17.92,141.84,119.6,64.48
2020,7,27,5,8.24,160.44,68.08,69
2020,7,27,6,2.28,139.04,51.04,76.56
2020,7,27,7,1.16,138.76,38.8,77.16
2020,7,27,8,0.08,145.04,21.36,75.08
2020,7,27,9,0,67.12,12.72,17.12
2020,7,27,10,0,84.32,18,9.12
2020,7,27,11,0,40.76,13,19.16
2020,7,27,12,0,5.6,7.96,34.88
2020,7,27,13,0,8.88,7.16,47.32
2020,7,27,14,0,7.92,5.04,74.36
2020,7,27,15,0,11.28,4.28,50.2
2020,7,27,16,0.04,30.44,3.04,35.16
2020,7,27,17,0.76,38.4,3.76,47.36
2020,7,27,18,1.52,50.72,13.48,104.72
2020,7,27,19,2.68,38.2,26.64,89.88
2020,7,27,20,1.88,26.6,29.48,67.8
2020,7,27,21,14.4,37.52,134.44,108.08
2020,7,27,22,29.68,61.84,309.84,131.8
2020,7,27,23,37.76,68.92,297.12,106.08
2020,7,27,24,26.76,31.68,303.8,84.48
2020,7,28,1,24.84,35.32,319.4,37.92
2020,7,28,2,22.56,66.52,285.64,69.92
2020,7,28,3,18.68,140.44,259.2,90.32
2020,7,28,4,8.68,186.52,232.12,127.04
2020,7,28,5,4.12,276.08,194.12,138.6
2020,7,28,6,3.48,297.04,145.72,161
2020,7,28,7,1.2,307.28,98,179.44
2020,7,28,8,0.36,276.32,40.4,171.32
2020,7,28,9,0.12,188.84,29.44,106.72
2020,7,28,10,0,201.96,13.68,92.24
2020,7,28,11,0,146.52,5.16,60.76
2020,7,28,12,0,96.72,3.04,72.2
2020,7,28,13,0,56.88,0.4,74.16
2020,7,28,14,0,36.96,0.16,77.92
2020,7,28,15,0,30.52,0,72.88
2020,7,28,16,0,27.6,0,68.04
2020,7,28,17,0,23.44,0.28,49.72
2020,7,28,18,0.32,24.32,35.04,51.84
2020,7,28,19,0.76,25.04,30.96,50.44
2020,7,28,20,4.52,23.56,51.88,41.44
2020,7,28,21,27,30.08,204.72,53.32
2020,7,28,22,36.32,50.64,288.76,82.8
2020,7,28,23,37.56,48.08,287.76,80.08
2020,7,28,24,30.84,26,245.64,96.72
2020,7,29,1,21.68,36.88,164.44,29.76
2020,7,29,2,9.44,90.12,63.76,60.84
2020,7,29,3,1.48,177.16,11.8,79
2020,7,29,4,0.08,200.76,1.8,92.88
2020,7,29,5,0.32,225.84,0.4,99.72
2020,7,29,6,1.2,231.92,1.04,101.68
2020,7,29,7,1.92,198.12,0.36,96.48
2020,7,29,8,3.8,128,0.8,70.64
2020,7,29,9,1.48,71.24,0,21.48
2020,7,29,10,1.6,66.52,0,14.8
2020,7,29,11,1.16,43.24,0,20.88
2020,7,29,12,0.16,13.92,0,33.04
2020,7,29,13,1.08,11.6,0,43.08
2020,7,29,14,2.2,11.04,0,52.04
2020,7,29,15,0,18.08,0,59.28
2020,7,29,16,0,21.32,0,67.4
2020,7,29,17,0,21.6,0,61.88
2020,7,29,18,0,6.8,4.4,0.76
2020,7,29,19,0,12.6,7.2,1.32
2020,7,29,20,0,15.08,4.92,7.96
2020,7,29,21,0.44,18.56,28.16,15.48
2020,7,29,22,0.04,11.16,39.84,11.48
2020,7,29,23,0.88,7,152.2,6.6
2020,7,29,24,1.48,6.24,124.84,1.32
2020,7,30,1,3.12,16.04,95.68,11.8
2020,7,30,2,2.2,34.2,61.28,24.04
2020,7,30,3,0.6,33.68,13.36,34.08
2020,7,30,4,0.76,44.04,18.12,16.72
2020,7,30,5,0.88,74.96,17.16,6.52
2020,7,30,6,0.8,85.4,15,3.88
2020,7,30,7,0.08,86.24,8.48,5.92
2020,7,30,8,0.2,67.08,1.68,2.88
2020,7,30,9,0.08,27.64,0,10.72
2020,7,30,10,0,3.04,0.12,9.52
2020,7,30,11,0,1.64,0.96,4.32
2020,7,30,12,0,7.04,0.32,0.6
2020,7,30,13,0,15.6,2.04,7.6
2020,7,30,14,0,21.84,2.08,10.48
2020,7,30,15,0,25.52,0,20.36
2020,7,30,16,0.08,25,8.4,29.24
2020,7,30,17,1,19.76,11.2,26.96
2020,7,30,18,0.4,19.84,30.6,39.48
2020,7,30,19,2,14.36,50.96,26.2
2020,7,30,20,0.6,9.64,78.04,34.32
2020,7,30,21,0.4,13.36,33.32,35.64
2020,7,30,22,15.2,16.08,184.2,39.72
2020,7,30,23,16.24,16.16,207.64,33
2020,7,30,24,5.64,42.52,107,37.2
2020,7,31,1,7.52,247.76,41.64,79.72
2020,7,31,2,18.12,244.96,18.36,156.6
2020,7,31,3,22.56,233.6,71.6,156.32
2020,7,31,4,22.52,247.16,91.04,189.88
2020,7,31,5,20.76,271.84,70,218.24
2020,7,31,6,23.32,279.88,67.96,200.56
2020,7,31,7,17.52,280.16,78.08,189.04
2020,7,31,8,33.92,277.72,27.32,157.88
2020,7,31,9,33.2,260.64,7.96,96.44
2020,7,31,10,27.08,243.92,28.16,57.36
2020,7,31,11,28.28,205.12,35.2,34.28
2020,7,31,12,22.04,173.24,17.04,54.2
2020,7,31,13,17.64,152.28,35.12,58.84
2020,7,31,14,16.64,141.88,54.68,68.08
2020,7,31,15,14.68,128,80.48,94.84
2020,7,31,16,13.52,109,104.76,110.72
2020,7,31,17,14.84,96.68,107.52,112.84
2020,7,31,18,20.64,76.56,127.2,78.04
2020,7,31,19,24.88,83.4,120.84,59.92
2020,7,31,20,25.52,85.84,94.2,44.2
2020,7,31,21,48.28,59.44,112.2,54.48
2020,7,31,22,55.4,62.48,129.8,50.12
2020,7,31,23,46.32,98.76,135.84,39.96
2020,7,31,24,27.96,115.64,131.28,35.84
2020,8,1,1,22.76,175.04,67.52,30.96
2020,8,1,2,17.24,257.4,51.2,38.56
2020,8,1,3,23.96,270.52,59.72,26.68
2020,8,1,4,25.12,272.52,72.48,28.44
2020,8,1,5,26.72,259.44,74.96,45.48
2020,8,1,6,30.16,242.76,63.28,57.92
2020,8,1,7,24.88,234.04,34.72,52.72
2020,8,1,8,16.36,204.68,10.84,40.28
2020,8,1,9,8.56,151.12,2.92,10.88
2020,8,1,10,4.96,124.12,5.28,4.28
2020,8,1,11,3.24,102.72,4.44,4.76
2020,8,1,12,3.52,91.08,8.56,8.76
2020,8,1,13,4.56,72.64,45.28,10.16
2020,8,1,14,5.64,68.2,74.12,16.4
2020,8,1,15,7.16,67.2,86.92,34.8
2020,8,1,16,3.6,39.36,108.56,42.16
2020,8,1,17,2.92,23.56,91.16,51.2
2020,8,1,18,2.16,11.32,103.24,14
2020,8,1,19,0.68,6.84,99.64,18.44
2020,8,1,20,0,1.2,97.12,23.16
2020,8,1,21,3.6,1.88,95.76,24.64
2020,8,1,22,40.36,2.84,125.48,12.68
2020,8,1,23,35.68,35.36,107.8,20.72
2020,8,1,24,25.64,62.52,46.92,80.4
2020,8,2,1,23.8,256.32,64.6,182.24
2020,8,2,2,5.52,304.88,108.12,239.12
2020,8,2,3,9.12,312.44,112.24,242.88
2020,8,2,4,21.52,309.48,80.96,235.04
2020,8,2,5,25.6,307.04,67.4,229.24
2020,8,2,6,22.84,292.76,73.8,260
2020,8,2,7,14.12,269.4,124.04,262.4
2020,8,2,8,4.92,226.2,59.28,158.2
2020,8,2,9,0,292.96,23.68,137.56
2020,8,2,10,0,225.48,5.28,120.64
2020,8,2,11,0,110.84,1.16,98.2
2020,8,2,12,1.76,82.36,0,104.16
2020,8,2,13,3.32,120.2,0,117
2020,8,2,14,5.2,155.48,1.36,154.4
2020,8,2,15,3.24,168.24,17.16,203.24
2020,8,2,16,0,155.32,48.84,225.12
2020,8,2,17,0,145.12,66.92,210.52
2020,8,2,18,0,25.4,1.16,114.28
2020,8,2,19,0,1.64,0.12,61.92
2020,8,2,20,0,4.56,0,45.44
2020,8,2,21,0,11.48,0,34.48
2020,8,2,22,12.56,11.8,88.32,68.8
2020,8,2,23,22.12,0,159.28,34.12
2020,8,2,24,20.96,0,156.88,7.08
2020,8,3,1,10.12,0,128.32,0
2020,8,3,2,8.36,0,69.56,0
2020,8,3,3,8.92,0,49.16,0
2020,8,3,4,10.24,0,41.2,0
2020,8,3,5,8.48,0,30.72,0
2020,8,3,6,6.04,1.28,21.88,0
2020,8,3,7,4.88,4.88,19.44,0
2020,8,3,8,5.12,1.16,11.16,0
2020,8,3,9,0.68,0.08,0,0
2020,8,3,10,0.76,0,0,0
2020,8,3,11,0.56,0,0,2.6
2020,8,3,12,0.6,13.2,0,4
2020,8,3,13,0.24,12.16,0,4.6
2020,8,3,14,0.96,9.72,0,4.64
2020,8,3,15,0.6,14.44,0,3.56
2020,8,3,16,0.32,13.6,0,3.8
2020,8,3,17,0.2,9.4,0,9.84
2020,8,3,18,0.64,2.16,0,7.56
2020,8,3,19,1.16,2.44,0,7.32
2020,8,3,20,1.52,2.52,1.04,10.6
2020,8,3,21,0,0.88,4.08,11.96
2020,8,3,22,0,1.52,0.68,9.24
2020,8,3,23,0,3.96,0.16,8.32
2020,8,3,24,0,4.24,0.08,5.88
2020,8,4,1,0.36,4,25.6,16.2
2020,8,4,2,1.36,5.04,18.84,3.64
2020,8,4,3,4.84,5.04,30.4,2.6
2020,8,4,4,4.84,6.44,23.72,13.24
2020,8,4,5,2.84,16.92,8.76,15.08
2020,8,4,6,4.88,42.96,3.68,25.8
2020,8,4,7,1.36,55.76,1.32,37.4
2020,8,4,8,1.04,77.76,0,38.08
2020,8,4,9,0.88,75.6,0,22
2020,8,4,10,3.2,68.84,0,22.56
2020,8,4,11,2.92,48.04,0,25.36
2020,8,4,12,1.2,31.24,6.8,27.08
2020,8,4,13,2.2,23.96,5.64,27.2
2020,8,4,14,4.04,22.56,0.32,32.88
2020,8,4,15,4.6,23.76,0,30.16
2020,8,4,16,2.36,27.92,0,26.76
2020,8,4,17,0.72,26.12,0,30.04
2020,8,4,18,4.52,75.12,1.2,72.48
2020,8,4,19,2.88,71.44,22.68,113
2020,8,4,20,0.88,54.64,49.72,119.6
2020,8,4,21,7,43.56,5.84,92.16
2020,8,4,22,25.8,46.2,250.44,113.04
2020,8,4,23,7.76,59.6,246.52,94.68
2020,8,4,24,8.36,76.2,116.12,97.96
2020,8,5,1,10.52,80.56,70.2,105.68
2020,8,5,2,12.76,93.8,51.32,77.04
2020,8,5,3,13.84,117.52,28.56,33
2020,8,5,4,5,154.84,20.88,23
2020,8,5,5,1.36,187.8,20.32,15.96
2020,8,5,6,0.24,196.24,12.84,9.44
2020,8,5,7,0.32,204.2,9.04,7.24
2020,8,5,8,1.28,115.08,3.28,9.2
2020,8,5,9,0,60.4,0,1.92
2020,8,5,10,0,35.2,0,0
2020,8,5,11,0,24.2,0.6,0.64
2020,8,5,12,0,16.52,1.6,8.56
2020,8,5,13,0,13.64,2.2,11.16
2020,8,5,14,0,13.52,4.56,11.04
2020,8,5,15,0,16.16,7.24,3.36
2020,8,5,16,0,14.8,3.36,8
2020,8,5,17,1.56,9.8,4.28,0.56
2020,8,5,18,0,0,3.84,0
2020,8,5,19,0.04,0.16,4.84,0.08
2020,8,5,20,0.24,1.08,3.8,5.24
2020,8,5,21,0,7.84,5.64,20.16
2020,8,5,22,0,4.32,0.12,8.44
2020,8,5,23,0,0.16,0,0
2020,8,5,24,0,0,11.52,0
2020,8,6,1,0,0,67.16,0
2020,8,6,2,2.44,0,44.44,0
2020,8,6,3,3,0,23,0
2020,8,6,4,0.12,0,2.44,0
2020,8,6,5,6.52,0,12.72,1.28
2020,8,6,6,9.64,0,14.96,0.44
2020,8,6,7,12.08,0,11.68,4.76
2020,8,6,8,13.48,0,17.88,5.28
2020,8,6,9,4.48,0,15.4,0
2020,8,6,10,4.52,0,4.32,0
2020,8,6,11,3.08,0,3.44,3.08
2020,8,6,12,2.44,0.48,0.84,2.12
2020,8,6,13,1.36,1.56,0.12,1.32
2020,8,6,14,2.68,0.8,2.28,0.8
2020,8,6,15,2.72,2.16,5.6,2.36
2020,8,6,16,3.04,3.96,3.64,4.84
2020,8,6,17,3.2,1.36,2.68,4.56
2020,8,6,18,0,0,0,0.08
2020,8,6,19,0.64,0,0.2,0.08
2020,8,6,20,0.4,0.04,0.28,6.68
2020,8,6,21,0,0.8,0.36,7.28
2020,8,6,22,0.12,5.32,0.56,5.4
2020,8,6,23,0.24,6.04,31.2,1.2
2020,8,6,24,0,2.76,196.64,5.36
2020,8,7,1,10.84,1.08,157.16,2.6
2020,8,7,2,10.08,0.6,121.12,0.56
2020,8,7,3,8.56,2.44,87.08,0.2
2020,8,7,4,9.88,11.16,87.2,0.36
2020,8,7,5,9.08,12.04,88.36,6.44
2020,8,7,6,5.72,9.08,84,4.48
2020,8,7,7,2.52,14.64,47.8,1.76
2020,8,7,8,0.04,49.12,39.64,0.88
2020,8,7,9,0,24.16,5.72,0
2020,8,7,10,1.32,38.36,10,0
2020,8,7,11,2.32,29.88,0.24,0.12
2020,8,7,12,0.4,23.28,0,2
2020,8,7,13,0,20.48,0,16.2
2020,8,7,14,0.16,18.32,0,36.6
2020,8,7,15,0.04,15.6,0,37.4
2020,8,7,16,0,14.32,0,50.12
2020,8,7,17,0,9.88,0.72,56.36
2020,8,7,18,0,27.36,24.16,76.96
2020,8,7,19,0,23.32,30.96,63.72
2020,8,7,20,0.32,19.48,22.8,44.72
2020,8,7,21,1.36,22,20.4,51.52
2020,8,7,22,2.2,29.48,206.04,62.08
2020,8,7,23,24.04,13.48,250.32,37.08
2020,8,7,24,14.2,4.12,236.52,18.92
2020,8,8,1,13.64,1.08,206.64,10.36
2020,8,8,2,14.12,0.24,144.64,1.96
2020,8,8,3,16.88,0,94.4,1.44
2020,8,8,4,16.64,0.04,78.4,6.32
2020,8,8,5,20.68,0.36,84.52,0
2020,8,8,6,23.48,0.68,65.56,0
2020,8,8,7,26.36,5.32,59.8,0
2020,8,8,8,15.88,15.84,48.16,0
2020,8,8,9,3.04,1.92,5.16,0
2020,8,8,10,2.8,3.6,9.28,0
2020,8,8,11,1.44,2.28,1.48,0
2020,8,8,12,1.28,2.16,3.24,4.52
2020,8,8,13,1.4,1.16,4.44,5.52
2020,8,8,14,0.64,0.12,4.04,1.72
2020,8,8,15,0.12,0.36,3.08,1.96
2020,8,8,16,0.24,0,4.72,0
2020,8,8,17,3.24,0,14.32,0
2020,8,8,18,0.32,0.04,13.48,0
2020,8,8,19,0.16,0,9.12,0
2020,8,8,20,3.36,0,18.36,0
2020,8,8,21,2.12,0.04,3.96,1.6
2020,8,8,22,4.96,0,6.64,0
2020,8,8,23,3.88,0,10.88,0
2020,8,8,24,4.6,0,14.76,0
2020,8,9,1,4.32,0,9.36,0.68
2020,8,9,2,3.12,0.96,13.32,1.32
2020,8,9,3,4.8,3.36,9.84,1.96
2020,8,9,4,9.6,6.16,1.2,2.24
2020,8,9,5,14.36,7.72,1.84,4.76
2020,8,9,6,16.56,6.76,2.6,8.6
2020,8,9,7,16.44,2.52,3.44,0
2020,8,9,8,11.52,2.08,2.84,0
2020,8,9,9,5.8,3.6,2.72,0
2020,8,9,10,2.44,0.28,0.04,0
2020,8,9,11,1.72,0,0.08,0
2020,8,9,12,1.28,0,0,0
2020,8,9,13,0.72,0.16,0,0
